dateRep,day,month,year,country,count_info,cumulative_value,avg_value_quality
2021-03-23,23,3,2021,PL,3,144.95934,48.319779999999994
2020-08-25,25,8,2020,PL,7,237.60300999999998,33.943287142857145
2020-10-16,16,10,2020,PT,1,17,17
2020-06-10,10,6,2020,SE,4,30.254692,7.563673
2021-05-17,17,5,2021,TW,154,2787,18.097402597402596
2020-06-11,11,6,2020,TW,154,2729,17.720779220779225
2020-06-11,11,6,2020,SI,9,66,7.333333333333333
2020-06-11,11,6,2020,CO,32,-39380.100849999995,-1230.6281515625
2020-01-25,25,1,2020,HR,1,76.6,76.6
2020-01-18,18,1,2020,CN,5,866,173.20000000000002
2021-08-07,7,8,2021,CN,6,920,153.33333333333334
2020-06-11,11,6,2020,CN,28,4404,157.28571428571431
2021-09-30,30,9,2021,CO,5,-49995,-9999
2020-02-04,4,2,2020,CN,6,1182,197
2020-06-11,11,6,2020,AU,166,-20450.559999999998,-123.19614457831324
2021-09-14,14,9,2021,AU,4,15,3.75
2020-06-03,3,6,2020,AU,4,46.599999999999994,11.649999999999999
2021-04-05,5,4,2021,AU,12,165,13.750000000000002
2020-01-20,20,1,2020,AU,2,46.4,23.2
2021-12-09,9,12,2021,AU,49,403,8.2244897959183678
2020-01-29,29,1,2020,AU,2,28,14
2020-02-07,7,2,2020,AU,2,22,11
2021-11-30,30,11,2021,AU,2,-2222,-1111
2021-09-29,29,9,2021,CA,4,40.8,10.200000000000001
2021-11-03,3,11,2021,CA,2,6.9,3.45
2020-06-11,11,6,2020,CA,106,511.59999999999997,4.8264150943396213
2020-06-10,10,6,2020,CA,17,92.4,5.4352941176470582
2020-06-09,9,6,2020,DE,4,75.75,18.9375
2020-05-18,18,5,2020,ES,2,18,9
2020-01-02,2,1,2020,ES,4,42,10.5
2020-04-06,6,4,2020,ES,4,147,36.75
2020-06-09,9,6,2020,FI,1,1086,1086
2020-03-09,9,3,2020,FR,1,10.5,10.5
2020-06-08,8,6,2020,FR,8,180.6,22.575
2020-01-15,15,1,2020,FR,4,78.2,19.55
2020-01-20,20,1,2020,FR,2,16.8,8.4
2021-12-15,15,12,2021,FR,1,13.8,13.8
2020-04-08,8,4,2020,FR,6,226.8,37.8
2021-06-21,21,6,2021,GB,3,66,22
2021-08-19,19,8,2021,GB,1,11,11
2021-05-19,19,5,2021,GB,1,5.6,5.6
2021-10-01,1,10,2021,GB,4,82,20.5
2020-11-20,20,11,2020,IN,2,0,0
2020-06-04,4,6,2020,IN,7,2000.16,285.73714285714289
2020-04-03,3,4,2020,IT,191,3523,18.445026178010469
2020-03-30,30,3,2020,IT,26,394,15.153846153846157
